Destination,Start date,Duration (days),Traveler age,Traveler gender,Traveler nationality,Accommodation type,Accommodation cost,Transportation type,Transportation cost,source
Florianopolis (SC),2022-04-28,1.0,33.0,Female,,Hotel A,313.02,First Class Flight,2655.13,dataset_2
Recife (PE),2022-04-29,1.0,33.0,Female,,Hotel A,313.02,First Class Flight,2655.13,dataset_2
Recife (PE),2019-10-04,1.0,33.0,Female,,Hotel K,263.41,Economy Flight,1609.38,dataset_2
Recife (PE),2019-11-29,1.0,33.0,Female,,Hotel CB,165.99,First Class Flight,3409.12,dataset_2
Aracaju (SE),2020-02-23,3.0,33.0,Female,,Hotel BD,728.64,Economy Flight,693.78,dataset_2
Brasilia (DF),2020-03-16,4.0,33.0,Female,,Hotel BD,971.52,Economy Flight,1489.17,dataset_2
Recife (PE),2020-05-22,1.0,33.0,Female,,Hotel BW,60.39,Economy Flight,1289.75,dataset_2
Aracaju (SE),2020-05-30,2.0,33.0,Female,,Hotel BW,120.78,Economy Flight,1637.82,dataset_2
Recife (PE),2020-07-09,4.0,33.0,Female,,Hotel AU,1251.32,First Class Flight,2389.68,dataset_2
Aracaju (SE),2020-07-13,4.0,33.0,Female,,Hotel AU,1251.32,First Class Flight,2389.68,dataset_2
Recife (PE),2020-07-17,1.0,33.0,Female,,Hotel BD,242.88,First Class Flight,1413.94,dataset_2
Aracaju (SE),2020-08-03,4.0,33.0,Female,,Hotel K,1053.64,Economy Flight,1769.38,dataset_2
Brasilia (DF),2020-08-06,2.0,33.0,Female,,Hotel BP,495.24,First Class Flight,1494.1399999999999,dataset_2
Recife (PE),2020-08-08,2.0,33.0,Female,,Hotel BP,495.24,First Class Flight,1494.1399999999999,dataset_2
Recife (PE),2020-08-16,3.0,33.0,Female,,Hotel K,790.23,First Class Flight,2924.96,dataset_2
Aracaju (SE),2020-08-27,2.0,33.0,Female,,Hotel Z,416.08,premium,1671.98,dataset_2
Brasilia (DF),2020-08-29,2.0,33.0,Female,,Hotel Z,416.08,premium,1671.98,dataset_2
Brasilia (DF),2020-11-29,3.0,33.0,Female,,Hotel CB,497.97,First Class Flight,1130.58,dataset_2
Campo Grande (MS),2020-12-17,3.0,33.0,Female,,Hotel BW,181.17,First Class Flight,2255.0699999999997,dataset_2
Recife (PE),2020-12-20,3.0,33.0,Female,,Hotel BW,181.17,First Class Flight,2255.0699999999997,dataset_2
Recife (PE),2020-12-24,2.0,33.0,Female,,Hotel AU,625.66,premium,1141.99,dataset_2
Brasilia (DF),2020-12-26,2.0,33.0,Female,,Hotel AU,625.66,premium,1141.99,dataset_2
Natal (RN),2021-01-14,1.0,33.0,Female,,Hotel BD,242.88,First Class Flight,1161.3600000000001,dataset_2
Aracaju (SE),2021-01-15,1.0,33.0,Female,,Hotel BD,242.88,First Class Flight,1161.3600000000001,dataset_2
Rio de Janeiro (RJ),2021-02-18,2.0,33.0,Female,,Hotel CB,331.98,premium,2658.15,dataset_2
Recife (PE),2021-02-20,2.0,33.0,Female,,Hotel CB,331.98,premium,2658.15,dataset_2
Brasilia (DF),2021-03-11,1.0,33.0,Female,,Hotel BP,247.62,First Class Flight,2217.7799999999997,dataset_2
Aracaju (SE),2021-03-12,1.0,33.0,Female,,Hotel BP,247.62,First Class Flight,2217.7799999999997,dataset_2
Campo Grande (MS),2021-03-18,3.0,33.0,Female,,Hotel BW,181.17,Economy Flight,1637.82,dataset_2
Aracaju (SE),2021-03-21,3.0,33.0,Female,,Hotel BW,181.17,Economy Flight,1637.82,dataset_2
Aracaju (SE),2021-03-26,1.0,33.0,Female,,Hotel A,313.02,First Class Flight,3074.21,dataset_2
Aracaju (SE),2021-04-29,4.0,33.0,Female,,Hotel Z,832.16,First Class Flight,2389.68,dataset_2
Recife (PE),2021-05-03,4.0,33.0,Female,,Hotel Z,832.16,First Class Flight,2389.68,dataset_2
Brasilia (DF),2021-05-16,3.0,33.0,Female,,Hotel A,939.06,premium,2036.79,dataset_2
Sao Paulo (SP),2021-06-03,3.0,33.0,Female,,Hotel AF,417.3,premium,1536.93,dataset_2
Aracaju (SE),2021-06-06,3.0,33.0,Female,,Hotel AF,417.3,premium,1536.93,dataset_2
Florianopolis (SC),2021-06-10,4.0,33.0,Female,,Hotel A,1252.08,First Class Flight,2666.82,dataset_2
Brasilia (DF),2021-06-14,4.0,33.0,Female,,Hotel A,1252.08,First Class Flight,2666.82,dataset_2
Brasilia (DF),2021-07-12,4.0,33.0,Female,,Hotel BW,241.56,Economy Flight,1090.16,dataset_2
Rio de Janeiro (RJ),2019-10-17,3.0,37.0,Female,,Hotel CB,497.97,First Class Flight,3276.4,dataset_2
Recife (PE),2019-10-20,3.0,37.0,Female,,Hotel CB,497.97,First Class Flight,3276.4,dataset_2
Sao Paulo (SP),2019-11-28,1.0,37.0,Female,,Hotel AF,139.1,Economy Flight,1373.0700000000002,dataset_2
Recife (PE),2019-11-29,1.0,37.0,Female,,Hotel AF,139.1,Economy Flight,1373.0700000000002,dataset_2
Recife (PE),2019-12-16,4.0,37.0,Female,,Hotel K,1053.64,premium,2353.06,dataset_2
Aracaju (SE),2020-01-05,3.0,37.0,Female,,Hotel A,939.06,premium,2381.51,dataset_2
Brasilia (DF),2020-02-15,2.0,37.0,Female,,Hotel Z,416.08,First Class Flight,2217.7799999999997,dataset_2
Aracaju (SE),2020-02-27,1.0,37.0,Female,,Hotel Z,208.04,First Class Flight,2300.66,dataset_2
Recife (PE),2020-02-28,1.0,37.0,Female,,Hotel Z,208.04,First Class Flight,2300.66,dataset_2
Aracaju (SE),2020-04-27,4.0,37.0,Female,,Hotel BD,971.52,premium,987.3600000000001,dataset_2
Aracaju (SE),2020-05-01,1.0,37.0,Female,,Hotel BD,242.88,First Class Flight,1189.3000000000002,dataset_2
Brasilia (DF),2020-05-22,1.0,37.0,Female,,Hotel AU,312.83,premium,1141.99,dataset_2
Florianopolis (SC),2020-05-28,1.0,37.0,Female,,Hotel A,313.02,Economy Flight,1671.59,dataset_2
Aracaju (SE),2020-05-29,1.0,37.0,Female,,Hotel A,313.02,Economy Flight,1671.59,dataset_2
Recife (PE),2020-08-08,2.0,37.0,Female,,Hotel Z,416.08,Economy Flight,1265.72,dataset_2
Aracaju (SE),2020-09-07,4.0,37.0,Female,,Hotel BP,990.48,Economy Flight,1269.8200000000002,dataset_2
Aracaju (SE),2020-09-14,4.0,37.0,Female,,Hotel A,1252.08,premium,2324.5,dataset_2
Aracaju (SE),2020-11-13,1.0,37.0,Female,,Hotel AU,312.83,Economy Flight,1289.02,dataset_2
Brasilia (DF),2020-12-13,3.0,37.0,Female,,Hotel AF,417.3,premium,1300.22,dataset_2
Recife (PE),2021-01-11,4.0,37.0,Female,,Hotel CB,663.96,premium,2658.15,dataset_2
Aracaju (SE),2021-01-31,3.0,37.0,Female,,Hotel K,790.23,premium,2536.0699999999997,dataset_2
Salvador (BH),2021-02-04,4.0,37.0,Female,,Hotel K,1053.64,premium,2183.49,dataset_2
Brasilia (DF),2021-02-08,4.0,37.0,Female,,Hotel K,1053.64,premium,2183.49,dataset_2
Salvador (BH),2021-04-08,4.0,37.0,Female,,Hotel K,1053.64,First Class Flight,2717.63,dataset_2
Brasilia (DF),2021-04-12,4.0,37.0,Female,,Hotel K,1053.64,First Class Flight,2717.63,dataset_2
Campo Grande (MS),2021-04-15,2.0,37.0,Female,,Hotel BW,120.78,First Class Flight,2849.5,dataset_2
Aracaju (SE),2021-04-17,2.0,37.0,Female,,Hotel BW,120.78,First Class Flight,2849.5,dataset_2
Sao Paulo (SP),2021-05-27,1.0,37.0,Female,,Hotel AF,139.1,Economy Flight,927.6399999999999,dataset_2
Brasilia (DF),2021-05-28,1.0,37.0,Female,,Hotel AF,139.1,Economy Flight,927.6399999999999,dataset_2
Aracaju (SE),2021-10-18,4.0,37.0,Female,,Hotel BW,241.56,premium,2236.98,dataset_2
Aracaju (SE),2021-11-06,2.0,37.0,Female,,Hotel A,626.04,premium,2324.5,dataset_2
Aracaju (SE),2021-12-25,2.0,37.0,Female,,Hotel AF,278.2,First Class Flight,1912.11,dataset_2
Brasilia (DF),2022-02-10,3.0,37.0,Female,,Hotel BP,742.86,Economy Flight,1127.6,dataset_2
Aracaju (SE),2022-02-13,3.0,37.0,Female,,Hotel BP,742.86,Economy Flight,1127.6,dataset_2
Brasilia (DF),2022-02-28,4.0,37.0,Female,,Hotel BD,971.52,Economy Flight,1412.98,dataset_2
Recife (PE),2022-03-31,4.0,37.0,Female,,Hotel AU,1251.32,First Class Flight,2300.66,dataset_2
Aracaju (SE),2022-04-04,4.0,37.0,Female,,Hotel AU,1251.32,First Class Flight,2300.66,dataset_2
Sao Paulo (SP),2022-04-07,2.0,37.0,Female,,Hotel AF,278.2,Economy Flight,1094.63,dataset_2
Aracaju (SE),2022-04-09,2.0,37.0,Female,,Hotel AF,278.2,Economy Flight,1094.63,dataset_2
Brasilia (DF),2022-04-14,2.0,37.0,Female,,Hotel BP,495.24,premium,1197.76,dataset_2
Recife (PE),2022-04-16,2.0,37.0,Female,,Hotel BP,495.24,premium,1197.76,dataset_2
Florianopolis (SC),2022-05-05,3.0,37.0,Female,,Hotel A,939.06,Economy Flight,1671.59,dataset_2
Aracaju (SE),2022-05-08,3.0,37.0,Female,,Hotel A,939.06,Economy Flight,1671.59,dataset_2
Aracaju (SE),2019-09-27,1.0,51.0,Male,,Hotel BD,242.88,Economy Flight,693.78,dataset_2
Campo Grande (MS),2019-12-19,1.0,51.0,Male,,Hotel BW,60.39,Economy Flight,1637.82,dataset_2
Aracaju (SE),2019-12-20,1.0,51.0,Male,,Hotel BW,60.39,Economy Flight,1637.82,dataset_2
Aracaju (SE),2020-03-14,2.0,51.0,Male,,Hotel AF,278.2,First Class Flight,2026.03,dataset_2
Aracaju (SE),2020-05-25,4.0,51.0,Male,,Hotel BD,971.52,First Class Flight,1161.3600000000001,dataset_2
Aracaju (SE),2020-10-18,3.0,51.0,Male,,Hotel BD,728.64,First Class Flight,1161.3600000000001,dataset_2
Aracaju (SE),2020-10-22,4.0,51.0,Male,,Hotel Z,832.16,premium,1807.63,dataset_2
Recife (PE),2020-10-26,4.0,51.0,Male,,Hotel Z,832.16,premium,1807.63,dataset_2
Brasilia (DF),2020-11-29,3.0,51.0,Male,,Hotel BD,728.64,Economy Flight,1412.98,dataset_2
Natal (RN),2021-01-14,3.0,51.0,Male,,Hotel BD,728.64,premium,987.3600000000001,dataset_2
Aracaju (SE),2021-01-17,3.0,51.0,Male,,Hotel BD,728.64,premium,987.3600000000001,dataset_2
Salvador (BH),2021-02-18,1.0,51.0,Male,,Hotel K,263.41,First Class Flight,2910.66,dataset_2
Recife (PE),2021-02-19,1.0,51.0,Male,,Hotel K,263.41,First Class Flight,2910.66,dataset_2
Salvador (BH),2021-02-25,2.0,51.0,Male,,Hotel K,526.82,Economy Flight,1530.91,dataset_2
Brasilia (DF),2021-02-27,2.0,51.0,Male,,Hotel K,526.82,Economy Flight,1530.91,dataset_2
Recife (PE),2021-05-17,4.0,51.0,Male,,Hotel Z,832.16,premium,1768.0500000000002,dataset_2
Aracaju (SE),2021-07-17,2.0,51.0,Male,,Hotel CB,331.98,premium,2098.9300000000003,dataset_2
Aracaju (SE),2021-08-02,4.0,51.0,Male,,Hotel BW,241.56,Economy Flight,1621.1,dataset_2
Florianopolis (SC),2021-08-12,1.0,51.0,Male,,Hotel A,313.02,First Class Flight,2655.13,dataset_2
Recife (PE),2021-08-13,1.0,51.0,Male,,Hotel A,313.02,First Class Flight,2655.13,dataset_2
Florianopolis (SC),2021-09-16,4.0,51.0,Male,,Hotel A,1252.08,premium,2036.79,dataset_2
Brasilia (DF),2021-09-20,4.0,51.0,Male,,Hotel A,1252.08,premium,2036.79,dataset_2
Sao Paulo (SP),2021-10-14,4.0,51.0,Male,,Hotel AF,556.4,First Class Flight,1916.58,dataset_2
Aracaju (SE),2021-10-18,4.0,51.0,Male,,Hotel AF,556.4,First Class Flight,1916.58,dataset_2
Recife (PE),2021-11-04,1.0,51.0,Male,,Hotel AU,312.83,First Class Flight,2389.68,dataset_2
Aracaju (SE),2021-11-05,1.0,51.0,Male,,Hotel AU,312.83,First Class Flight,2389.68,dataset_2
Brasilia (DF),2021-11-15,4.0,51.0,Male,,Hotel AU,1251.32,premium,1197.76,dataset_2
Salvador (BH),2021-12-30,2.0,51.0,Male,,Hotel K,526.82,premium,2536.0699999999997,dataset_2
Aracaju (SE),2022-01-01,2.0,51.0,Male,,Hotel K,526.82,premium,2536.0699999999997,dataset_2
Recife (PE),2022-01-10,4.0,51.0,Male,,Hotel BD,971.52,First Class Flight,1328.13,dataset_2
Recife (PE),2019-11-22,1.0,55.0,None,,Hotel CB,165.99,First Class Flight,3228.95,dataset_2
Aracaju (SE),2019-12-28,2.0,55.0,None,,Hotel BW,120.78,premium,2236.98,dataset_2
Aracaju (SE),2020-01-23,4.0,55.0,None,,Hotel Z,832.16,Economy Flight,1265.72,dataset_2
Recife (PE),2020-01-27,4.0,55.0,None,,Hotel Z,832.16,Economy Flight,1265.72,dataset_2
Natal (RN),2020-03-26,4.0,55.0,None,,Hotel BD,971.52,premium,906.62,dataset_2
Aracaju (SE),2020-03-30,4.0,55.0,None,,Hotel BD,971.52,premium,906.62,dataset_2
Brasilia (DF),2020-04-03,1.0,55.0,None,,Hotel A,313.02,First Class Flight,2666.82,dataset_2
Brasilia (DF),2020-04-24,1.0,55.0,None,,Hotel BW,60.39,First Class Flight,1940.52,dataset_2
Recife (PE),2020-05-15,1.0,55.0,None,,Hotel CB,165.99,Economy Flight,1863.5300000000002,dataset_2
Brasilia (DF),2020-06-14,3.0,55.0,None,,Hotel K,790.23,First Class Flight,2744.57,dataset_2
Campo Grande (MS),2020-07-09,3.0,55.0,None,,Hotel BW,181.17,First Class Flight,2933.67,dataset_2
Aracaju (SE),2020-07-12,3.0,55.0,None,,Hotel BW,181.17,First Class Flight,2933.67,dataset_2
Brasilia (DF),2020-07-20,4.0,55.0,None,,Hotel AU,1251.32,premium,1197.76,dataset_2
Campo Grande (MS),2020-08-06,4.0,55.0,None,,Hotel BW,241.56,Economy Flight,1147.3600000000001,dataset_2
Brasilia (DF),2020-08-10,4.0,55.0,None,,Hotel BW,241.56,Economy Flight,1147.3600000000001,dataset_2
Sao Paulo (SP),2020-08-13,4.0,55.0,None,,Hotel AF,556.4,Economy Flight,1133.53,dataset_2
Aracaju (SE),2020-08-17,4.0,55.0,None,,Hotel AF,556.4,Economy Flight,1133.53,dataset_2
Brasilia (DF),2020-09-25,1.0,55.0,None,,Hotel BW,60.39,First Class Flight,2046.57,dataset_2
Aracaju (SE),2020-10-18,3.0,55.0,None,,Hotel CB,497.97,First Class Flight,2572.49,dataset_2
Brasilia (DF),2020-11-06,1.0,55.0,None,,Hotel BD,242.88,First Class Flight,2721.54,dataset_2
Recife (PE),2021-06-26,2.0,55.0,None,,Hotel BD,485.76,First Class Flight,1328.13,dataset_2
Florianopolis (SC),2021-07-08,1.0,55.0,None,,Hotel A,313.02,First Class Flight,2666.82,dataset_2
Brasilia (DF),2021-07-09,1.0,55.0,None,,Hotel A,313.02,First Class Flight,2666.82,dataset_2
Campo Grande (MS),2021-11-11,2.0,55.0,None,,Hotel BW,120.78,premium,2263.7799999999997,dataset_2
Aracaju (SE),2021-11-13,2.0,55.0,None,,Hotel BW,120.78,premium,2263.7799999999997,dataset_2
Aracaju (SE),2021-11-26,1.0,55.0,None,,Hotel A,313.02,First Class Flight,2983.8199999999997,dataset_2
Campo Grande (MS),2021-12-02,3.0,55.0,None,,Hotel BW,181.17,First Class Flight,2255.0699999999997,dataset_2
Recife (PE),2021-12-05,3.0,55.0,None,,Hotel BW,181.17,First Class Flight,2255.0699999999997,dataset_2
Salvador (BH),2021-12-09,3.0,55.0,None,,Hotel K,790.23,Economy Flight,1776.56,dataset_2
Aracaju (SE),2021-12-12,3.0,55.0,None,,Hotel K,790.23,Economy Flight,1776.56,dataset_2
Florianopolis (SC),2022-02-10,4.0,55.0,None,,Hotel A,1252.08,Economy Flight,1444.08,dataset_2
Brasilia (DF),2022-02-14,4.0,55.0,None,,Hotel A,1252.08,Economy Flight,1444.08,dataset_2
Aracaju (SE),2022-02-17,3.0,55.0,None,,Hotel Z,624.12,First Class Flight,2174.1099999999997,dataset_2
Brasilia (DF),2022-02-20,3.0,55.0,None,,Hotel Z,624.12,First Class Flight,2174.1099999999997,dataset_2
Rio de Janeiro (RJ),2022-03-03,3.0,55.0,None,,Hotel CB,497.97,premium,2658.15,dataset_2
Recife (PE),2022-03-06,3.0,55.0,None,,Hotel CB,497.97,premium,2658.15,dataset_2
Brasilia (DF),2022-04-14,1.0,55.0,None,,Hotel BP,247.62,First Class Flight,2185.56,dataset_2
Aracaju (SE),2022-04-15,1.0,55.0,None,,Hotel BP,247.62,First Class Flight,2185.56,dataset_2
Rio de Janeiro (RJ),2022-04-21,3.0,55.0,None,,Hotel CB,497.97,First Class Flight,2576.3199999999997,dataset_2
Aracaju (SE),2022-04-24,3.0,55.0,None,,Hotel CB,497.97,First Class Flight,2576.3199999999997,dataset_2
Florianopolis (SC),2022-05-05,4.0,55.0,None,,Hotel A,1252.08,premium,2036.79,dataset_2
Brasilia (DF),2022-05-09,4.0,55.0,None,,Hotel A,1252.08,premium,2036.79,dataset_2
Campo Grande (MS),2022-05-26,1.0,55.0,None,,Hotel BW,60.39,Economy Flight,1147.3600000000001,dataset_2
Brasilia (DF),2022-05-27,1.0,55.0,None,,Hotel BW,60.39,Economy Flight,1147.3600000000001,dataset_2
Salvador (BH),2022-07-21,4.0,55.0,None,,Hotel K,1053.64,Economy Flight,1769.38,dataset_2
Aracaju (SE),2022-07-25,4.0,55.0,None,,Hotel K,1053.64,Economy Flight,1769.38,dataset_2
Recife (PE),2022-07-28,2.0,55.0,None,,Hotel AU,625.66,First Class Flight,1494.1399999999999,dataset_2
Brasilia (DF),2022-07-30,2.0,55.0,None,,Hotel AU,625.66,First Class Flight,1494.1399999999999,dataset_2
Florianopolis (SC),2022-08-04,2.0,55.0,None,,Hotel A,626.04,First Class Flight,2983.8199999999997,dataset_2
Aracaju (SE),2022-08-06,2.0,55.0,None,,Hotel A,626.04,First Class Flight,2983.8199999999997,dataset_2
Aracaju (SE),2019-10-10,4.0,57.0,Female,,Hotel Z,832.16,Economy Flight,1265.72,dataset_2
Recife (PE),2019-10-14,4.0,57.0,Female,,Hotel Z,832.16,Economy Flight,1265.72,dataset_2
Aracaju (SE),2019-11-22,1.0,57.0,Female,,Hotel A,313.02,premium,2324.5,dataset_2
Campo Grande (MS),2019-12-05,2.0,57.0,Female,,Hotel BW,120.78,premium,1753.06,dataset_2
Recife (PE),2019-12-07,2.0,57.0,Female,,Hotel BW,120.78,premium,1753.06,dataset_2
Brasilia (DF),2019-12-12,3.0,57.0,Female,,Hotel BP,742.86,Economy Flight,860.5799999999999,dataset_2
Recife (PE),2019-12-15,3.0,57.0,Female,,Hotel BP,742.86,Economy Flight,860.5799999999999,dataset_2
Aracaju (SE),2019-12-23,4.0,57.0,Female,,Hotel CB,663.96,premium,2029.0500000000002,dataset_2
Brasilia (DF),2020-01-19,3.0,57.0,Female,,Hotel CB,497.97,First Class Flight,1273.29,dataset_2
Brasilia (DF),2020-02-23,3.0,57.0,Female,,Hotel CB,497.97,First Class Flight,1273.29,dataset_2
Natal (RN),2020-06-04,4.0,57.0,Female,,Hotel BD,971.52,First Class Flight,1413.94,dataset_2
Recife (PE),2020-06-08,4.0,57.0,Female,,Hotel BD,971.52,First Class Flight,1413.94,dataset_2
Brasilia (DF),2020-07-19,3.0,57.0,Female,,Hotel A,939.06,First Class Flight,2664.15,dataset_2
Recife (PE),2020-08-28,1.0,57.0,Female,,Hotel BW,60.39,First Class Flight,2255.0699999999997,dataset_2
Brasilia (DF),2020-11-28,2.0,57.0,Female,,Hotel BW,120.78,premium,1543.1399999999999,dataset_2
Sao Paulo (SP),2019-10-17,4.0,34.0,Male,,Hotel AF,556.4,First Class Flight,1636.5900000000001,dataset_2
Brasilia (DF),2019-10-21,4.0,34.0,Male,,Hotel AF,556.4,First Class Flight,1636.5900000000001,dataset_2
Aracaju (SE),2020-04-11,2.0,34.0,Male,,Hotel A,626.04,premium,2324.5,dataset_2
Recife (PE),2020-07-13,4.0,34.0,Male,,Hotel A,1252.08,First Class Flight,2726.67,dataset_2
Aracaju (SE),2020-07-17,1.0,34.0,Male,,Hotel BP,247.62,premium,1742.69,dataset_2
Brasilia (DF),2020-08-09,3.0,34.0,Male,,Hotel K,790.23,First Class Flight,2706.08,dataset_2
Aracaju (SE),2020-08-30,3.0,34.0,Male,,Hotel BD,728.64,premium,987.3600000000001,dataset_2
Brasilia (DF),2020-09-14,4.0,34.0,Male,,Hotel AF,556.4,First Class Flight,1816.48,dataset_2
Campo Grande (MS),2020-09-24,3.0,34.0,Male,,Hotel BW,181.17,Economy Flight,1090.16,dataset_2
Brasilia (DF),2020-09-27,3.0,34.0,Male,,Hotel BW,181.17,Economy Flight,1090.16,dataset_2
Aracaju (SE),2020-10-12,4.0,34.0,Male,,Hotel BW,241.56,First Class Flight,2849.5,dataset_2
Florianopolis (SC),2020-11-05,2.0,34.0,Male,,Hotel A,626.04,Economy Flight,1521.45,dataset_2
Brasilia (DF),2020-11-07,2.0,34.0,Male,,Hotel A,626.04,Economy Flight,1521.45,dataset_2
Florianopolis (SC),2020-11-12,3.0,34.0,Male,,Hotel A,939.06,Economy Flight,1671.59,dataset_2
Aracaju (SE),2020-11-15,3.0,34.0,Male,,Hotel A,939.06,Economy Flight,1671.59,dataset_2
Sao Paulo (SP),2021-03-04,4.0,34.0,Male,,Hotel AF,556.4,First Class Flight,1916.58,dataset_2
Aracaju (SE),2021-03-08,4.0,34.0,Male,,Hotel AF,556.4,First Class Flight,1916.58,dataset_2
Recife (PE),2021-03-12,1.0,34.0,Male,,Hotel BP,247.62,premium,1197.76,dataset_2
Aracaju (SE),2021-06-24,2.0,34.0,Male,,Hotel Z,416.08,First Class Flight,2389.68,dataset_2
Recife (PE),2021-06-26,2.0,34.0,Male,,Hotel Z,416.08,First Class Flight,2389.68,dataset_2
Natal (RN),2021-07-15,4.0,34.0,Male,,Hotel BD,971.52,Economy Flight,731.28,dataset_2
Recife (PE),2021-07-19,4.0,34.0,Male,,Hotel BD,971.52,Economy Flight,731.28,dataset_2
Aracaju (SE),2021-07-24,2.0,34.0,Male,,Hotel BD,485.76,Economy Flight,681.9300000000001,dataset_2
Brasilia (DF),2021-08-14,2.0,34.0,Male,,Hotel K,526.82,First Class Flight,2744.57,dataset_2
Brasilia (DF),2021-09-20,4.0,34.0,Male,,Hotel AU,1251.32,Economy Flight,825.78,dataset_2
Rio de Janeiro (RJ),2021-09-23,3.0,34.0,Male,,Hotel CB,497.97,First Class Flight,1337.6999999999998,dataset_2
Brasilia (DF),2021-09-26,3.0,34.0,Male,,Hotel CB,497.97,First Class Flight,1337.6999999999998,dataset_2
Recife (PE),2021-10-09,2.0,34.0,Male,,Hotel Z,416.08,Economy Flight,1265.72,dataset_2
Aracaju (SE),2021-10-14,1.0,34.0,Male,,Hotel Z,208.04,premium,1742.69,dataset_2
Brasilia (DF),2021-10-15,1.0,34.0,Male,,Hotel Z,208.04,premium,1742.69,dataset_2
Sao Paulo (SP),2021-12-23,1.0,34.0,Male,,Hotel AF,139.1,premium,1550.6799999999998,dataset_2
Aracaju (SE),2021-12-24,1.0,34.0,Male,,Hotel AF,139.1,premium,1550.6799999999998,dataset_2
Brasilia (DF),2022-01-03,4.0,34.0,Male,,Hotel K,1053.64,First Class Flight,2717.63,dataset_2
Recife (PE),2022-01-16,3.0,34.0,Male,,Hotel BW,181.17,First Class Flight,2255.0699999999997,dataset_2
Recife (PE),2022-01-21,1.0,34.0,Male,,Hotel Z,208.04,First Class Flight,2389.68,dataset_2
Aracaju (SE),2022-05-14,2.0,34.0,Male,,Hotel BD,485.76,First Class Flight,1161.3600000000001,dataset_2
Natal (RN),2022-05-26,4.0,34.0,Male,,Hotel BD,971.52,Economy Flight,1489.17,dataset_2
Brasilia (DF),2022-05-30,4.0,34.0,Male,,Hotel BD,971.52,Economy Flight,1489.17,dataset_2
Aracaju (SE),2022-06-09,3.0,34.0,Male,,Hotel Z,624.12,premium,1807.63,dataset_2
Recife (PE),2022-06-12,3.0,34.0,Male,,Hotel Z,624.12,premium,1807.63,dataset_2
Aracaju (SE),2022-06-23,4.0,34.0,Male,,Hotel Z,832.16,First Class Flight,2389.68,dataset_2
Recife (PE),2022-06-27,4.0,34.0,Male,,Hotel Z,832.16,First Class Flight,2389.68,dataset_2
Salvador (BH),2022-07-07,2.0,34.0,Male,,Hotel K,526.82,Economy Flight,1530.91,dataset_2
Brasilia (DF),2022-07-09,2.0,34.0,Male,,Hotel K,526.82,Economy Flight,1530.91,dataset_2
Rio de Janeiro (RJ),2022-07-21,3.0,34.0,Male,,Hotel CB,497.97,premium,2603.55,dataset_2
Recife (PE),2022-07-24,3.0,34.0,Male,,Hotel CB,497.97,premium,2603.55,dataset_2
Recife (PE),2022-08-05,1.0,34.0,Male,,Hotel AF,139.1,premium,1853.13,dataset_2
Aracaju (SE),2022-09-29,2.0,34.0,Male,,Hotel Z,416.08,Economy Flight,1269.8200000000002,dataset_2
Brasilia (DF),2022-10-01,2.0,34.0,Male,,Hotel Z,416.08,Economy Flight,1269.8200000000002,dataset_2
Aracaju (SE),2022-10-06,1.0,34.0,Male,,Hotel Z,208.04,First Class Flight,2290.21,dataset_2
Recife (PE),2022-10-07,1.0,34.0,Male,,Hotel Z,208.04,First Class Flight,2290.21,dataset_2
Salvador (BH),2022-10-13,1.0,34.0,Male,,Hotel K,263.41,Economy Flight,1613.05,dataset_2
Recife (PE),2022-10-14,1.0,34.0,Male,,Hotel K,263.41,Economy Flight,1613.05,dataset_2
Natal (RN),2022-11-10,1.0,34.0,Male,,Hotel BD,242.88,First Class Flight,1189.3000000000002,dataset_2
Aracaju (SE),2022-11-11,1.0,34.0,Male,,Hotel BD,242.88,First Class Flight,1189.3000000000002,dataset_2
Brasilia (DF),2019-11-29,1.0,44.0,Female,,Hotel A,313.02,First Class Flight,2664.15,dataset_2
Recife (PE),2020-03-15,3.0,44.0,Female,,Hotel K,790.23,premium,2353.06,dataset_2
Brasilia (DF),2020-05-15,1.0,44.0,Female,,Hotel BW,60.39,premium,1543.1399999999999,dataset_2
Natal (RN),2020-07-30,3.0,44.0,Female,,Hotel BD,728.64,Economy Flight,766.58,dataset_2
Recife (PE),2020-08-02,3.0,44.0,Female,,Hotel BD,728.64,Economy Flight,766.58,dataset_2
Aracaju (SE),2020-08-15,2.0,44.0,Female,,Hotel AU,625.66,First Class Flight,2300.66,dataset_2
Recife (PE),2020-08-20,1.0,44.0,Female,,Hotel AU,312.83,First Class Flight,1494.1399999999999,dataset_2
Brasilia (DF),2020-08-21,1.0,44.0,Female,,Hotel AU,312.83,First Class Flight,1494.1399999999999,dataset_2
Natal (RN),2020-09-17,2.0,44.0,Female,,Hotel BD,485.76,premium,1068.35,dataset_2
Recife (PE),2020-09-19,2.0,44.0,Female,,Hotel BD,485.76,premium,1068.35,dataset_2
Aracaju (SE),2020-11-02,4.0,44.0,Female,,Hotel CB,663.96,First Class Flight,2572.49,dataset_2
Campo Grande (MS),2020-11-12,3.0,44.0,Female,,Hotel BW,181.17,First Class Flight,1857.54,dataset_2
